,Players,Values
0,Simon Jentzsch,1000000.0
1,Vasili Khomutovski,600000.0
2,Lukas Kruse,150000.0
3,Uwe Möhrle,900000.0
4,Jonas De Roeck,800000.0
5,Roland Benschneider,750000.0
6,Andrew Sinkala,600000.0
7,Stefan Buck,500000.0
8,Otar Khizaneishvili,300000.0
9,Benjamin Woltmann,
10,Youssef El-Akchaoui,1750000.0
11,Michael Schick,400000.0
12,Dominik Reinhardt,800000.0
13,Robert Strauß,300000.0
14,Daniel Baier,1000000.0
15,Goran Šukalo,900000.0
16,Moritz Nebel,
17,Daniel Brinkmann,600000.0
18,Jens Hegeler,400000.0
19,Daniel Framberger,
20,Marcel Ndjeng,700000.0
21,Axel Bellinghausen,1000000.0
22,Patrick Mölzl,500000.0
23,Elton da Costa,500000.0
24,Tobias Werner,1000000.0
25,Kevin Schindler,1200000.0
26,Ibrahima Traoré,125000.0
27,Imre Szabics,400000.0
28,Nando Rafael,1250000.0
29,Sándor Torghelle,1250000.0
30,Michael Thurk,800000.0
31,Edmond Kapllani,700000.0
32,Stephan Hain,150000.0
