,Players,Values
0,Sebastian Mielitz,2000000.0
1,Raphael Wolf,600000.0
2,Richard Strebinger,200000.0
3,Luca Caldirola,3000000.0
4,Sebastian Prödl,2500000.0
5,Assani Lukimya,1500000.0
6,Mateo Pavlovic,1000000.0
7,Torben Rehfeldt,50000.0
8,Lukas Schmitz,1500000.0
9,Santiago García,1000000.0
10,Florian Hartherz,800000.0
11,Cimo Röcker,200000.0
12,Aleksandar Ignjovski,3500000.0
13,Theodor Gebre Selassie,3000000.0
14,Luca Zander,
15,Philipp Bargfrede,1750000.0
16,Tom Trybull,1500000.0
17,Zlatko Junuzovic,6000000.0
18,Cédric Makiadi,3500000.0
19,Clemens Fritz,1250000.0
20,Felix Kroos,500000.0
21,Aleksandar Stevanovic,250000.0
22,Julian von Haacke,
23,Aaron Hunt,6500000.0
24,Ludovic Obraniak,5500000.0
25,Mehmet Ekici,2750000.0
26,Özkan Yildirim,600000.0
27,Martin Kobylanski,150000.0
28,Levent Aycicek,150000.0
29,Predrag Stevanovic,150000.0
30,Eljero Elia,4500000.0
31,Melvyn Lorenzen,
32,Johannes Wurtz,250000.0
33,Marko Arnautovic,7000000.0
34,Nils Petersen,5000000.0
35,Franco Di Santo,3500000.0
36,Joseph Akpala,1500000.0
37,Niclas Füllkrug,1250000.0
38,Davie Selke,100000.0
