,Players,Values
0,Fabian Giefer,2500000.0
1,Ralf Fährmann,1500000.0
2,Christian Wetklo,500000.0
3,Timon Wellenreuther,100000.0
4,Matija Nastasic,21000000.0
5,Benedikt Höwedes,16000000.0
6,Joel Matip,13000000.0
7,Roman Neustädter,8000000.0
8,Felipe Santana,3500000.0
9,Kaan Ayhan,500000.0
10,Marvin Friedrich,100000.0
11,Thilo Kehrer,
12,Dennis Aogo,6500000.0
13,Sead Kolasinac,5000000.0
14,Christian Fuchs,4500000.0
15,Axel Borgmann,75000.0
16,Atsuto Uchida,6000000.0
17,Pascal Itter,200000.0
18,Jan Kirchhoff,4000000.0
19,Marcel Sobottka,100000.0
20,Marco Höger,6000000.0
21,Leon Goretzka,4500000.0
22,Maurice Multhaup,
23,Julian Draxler,30000000.0
24,Max Meyer,12000000.0
25,Tranquillo Barnetta,3000000.0
26,Donis Avdijaj,500000.0
27,Leroy Sané,300000.0
28,Jefferson Farfán,18000000.0
29,Sidney Sam,10000000.0
30,Christian Clemens,3000000.0
31,Chinedu Obasi,1000000.0
32,Kevin-Prince Boateng,15000000.0
33,Klaas-Jan Huntelaar,12000000.0
34,Eric Maxim Choupo-Moting,5000000.0
35,Felix Platte,
