,Players,Values
0,Oka Nikolov,1000000.0
1,Ralf Fährmann,600000.0
2,Andreas Rössl,100000.0
3,Aykut Özer,
4,Maik Franz,3500000.0
5,Marco Russ,3500000.0
6,Chris,2500000.0
7,Aleksandar Vasoski,1250000.0
8,Georgios Tzavellas,1250000.0
9,Nikola Petkovic,250000.0
10,Kevin Kraus,
11,Julian Dudda,
12,Patrick Ochs,5000000.0
13,Sebastian Jung,1750000.0
14,Markus Steinhöfer,1500000.0
15,Pirmin Schwegler,4000000.0
16,Zlatan Bajramovic,1750000.0
17,Ricardo Clark,750000.0
18,Sebastian Rode,300000.0
19,Marcel Titsch Rivero,250000.0
20,Marcel Heller,500000.0
21,Benjamin Köhler,2000000.0
22,Halil Altintop,3000000.0
23,Caio,2250000.0
24,Ümit Korkmaz,2500000.0
25,Sonny Kittel,
26,Alexander Meier,4500000.0
27,Marcos Álvarez,100000.0
28,Ioannis Amanatidis,5000000.0
29,Martin Fenin,4500000.0
30,Theofanis Gekas,3000000.0
