,Players,Values
0,Jens Lehmann,3000000.0
1,Sven Ulreich,700000.0
2,Alexander Stolz,100000.0
3,Matthieu Delpierre,7500000.0
4,Khalid Boulahrouz,5000000.0
5,Serdar Tasci,2750000.0
6,Marco Pischorn,250000.0
7,Marijan Kovacevic,150000.0
8,Georg Niedermeier,100000.0
9,Robin Schuster,50000.0
10,Arthur Boka,4000000.0
11,Ludovic Magnin,3500000.0
12,Sebastian Enderle,
13,Roberto Hilbert,5000000.0
14,Ricardo Osorio,3000000.0
15,Pável Pardo,6000000.0
16,Martin Lanig,1200000.0
17,Georges Mandjeck,400000.0
18,José-Alex Ikeng,100000.0
19,Christian Träsch,100000.0
20,Sebastian Rudy,50000.0
21,Thomas Hitzlsperger,7500000.0
22,Sami Khedira,3500000.0
23,Yildiray Bastürk,6000000.0
24,Jan Simak,1800000.0
25,Timo Gebhart,450000.0
26,Élson,200000.0
27,Matthias Morys,100000.0
28,Mario Gómez,19000000.0
29,Cacau,6000000.0
30,Ciprian Marica,5500000.0
31,Danijel Ljuboja,1000000.0
32,Manuel Fischer,500000.0
33,Julian Schieber,50000.0
