,Players,Values
0,Heurelho Gomes,9000000.0
1,Stipe Pletikosa,3200000.0
2,Carlo Cudicini,1000000.0
3,Ben Alnwick,750000.0
4,David Button,125000.0
5,William Gallas,16000000.0
6,Vedran Corluka,15000000.0
7,Ledley King,9000000.0
8,Sébastien Bassong,8500000.0
9,Jonathan Woodgate,8500000.0
10,Michael Dawson,8000000.0
11,Younès Kaboul,5500000.0
12,Bongani Khumalo,650000.0
13,Steven Caulker,175000.0
14,Benoît Assou-Ekotto,7000000.0
15,Danny Rose,500000.0
16,Alan Hutton,5500000.0
17,Kyle Naughton,3000000.0
18,Kyle Walker,3000000.0
19,Wilson Palacios,16000000.0
20,Tom Huddlestone,10000000.0
21,Sandro,9000000.0
22,Jake Livermore,300000.0
23,Luka Modric,19000000.0
24,Jermaine Jenas,12000000.0
25,John Bostock,300000.0
26,David Bentley,9000000.0
27,Rafael van der Vaart,15000000.0
28,Niko Kranjcar,12000000.0
29,Steven Pienaar,8000000.0
30,Aaron Lennon,21000000.0
31,Gareth Bale,6500000.0
32,Andros Townsend,
33,Giovani dos Santos,4000000.0
34,Jermain Defoe,17000000.0
35,Robbie Keane,12500000.0
36,Peter Crouch,12000000.0
37,Roman Pavlyuchenko,8000000.0
