,Players,Values
0,Joe Hart,23500000.0
1,Costel Pantilimon,3500000.0
2,Richard Wright,250000.0
3,Eirik Johansen,
4,Vincent Kompany,35000000.0
5,Micah Richards,18500000.0
6,Joleon Lescott,15000000.0
7,Stefan Savic,8000000.0
8,Kolo Touré,8000000.0
9,Matija Nastasic,5500000.0
10,Dedryck Boyata,2000000.0
11,Karim Rekik,
12,Courtney Meppen-Walter,
13,Gaël Clichy,15000000.0
14,Aleksandar Kolarov,14000000.0
15,Wayne Bridge,2000000.0
16,Maicon,14500000.0
17,Pablo Zabaleta,14500000.0
18,Jack Rodwell,15000000.0
19,Nigel de Jong,13000000.0
20,Javi García,10500000.0
21,Gareth Barry,10000000.0
22,George Evans,
23,Yaya Touré,36500000.0
24,James Milner,21000000.0
25,Abdisalam Ibrahim,400000.0
26,Denis Suárez,
27,Abdul Razak,
28,Scott Sinclair,8000000.0
29,Jérémy Hélan,
30,David Silva,50000000.0
31,Samir Nasri,25000000.0
32,Adam Johnson,10500000.0
33,Rony Lopes,
34,Carlos Tévez,22500000.0
35,Luca Scapuzzi,100000.0
36,Sergio Agüero,51000000.0
37,Mario Balotelli,32000000.0
38,Edin Dzeko,29000000.0
39,John Guidetti,7000000.0
40,Alex Nimely,
