,Players,Values
0,Roman Weidenfeller,5000000.0
1,Mitchell Langerak,700000.0
2,Johannes Focher,150000.0
3,Neven Subotic,18000000.0
4,Mats Hummels,18000000.0
5,Sven Bender,9000000.0
6,Felipe Santana,4000000.0
7,Marc Hornschuh,300000.0
8,Marcel Schmelzer,7500000.0
9,Chris Löwe,200000.0
10,Kevin Großkreutz,7000000.0
11,Lukasz Piszczek,6000000.0
12,Patrick Owomoyela,2000000.0
13,Sebastian Kehl,2500000.0
14,Julian Koch,1750000.0
15,Damien Le Tallec,400000.0
16,Ilkay Gündogan,6500000.0
17,Moritz Leitner,1500000.0
18,Florian Kringe,1000000.0
19,Mario Vrancic,225000.0
20,Marvin Bakalorz,100000.0
21,Jakub Blaszczykowski,7000000.0
22,Mario Götze,18000000.0
23,Shinji Kagawa,8000000.0
24,Antônio da Silva,600000.0
25,Ivan Perisic,6000000.0
26,Mohamed Zidan,3000000.0
27,Lucas Barrios,17000000.0
28,Robert Lewandowski,7000000.0
29,Terrence Boyd,75000.0
