,Players,Values
0,David Ospina,7000000.0
1,Petr Cech,7000000.0
2,Matt Macey,500000.0
3,Dejan Iliev,
4,Shkodran Mustafi,30000000.0
5,Laurent Koscielny,22000000.0
6,Calum Chambers,14000000.0
7,Rob Holding,7000000.0
8,Per Mertesacker,6000000.0
9,Krystian Bielik,2000000.0
10,Konstantinos Mavropanos,100000.0
11,Sead Kolasinac,15000000.0
12,Nacho Monreal,13000000.0
13,Cohen Bramall,
14,Héctor Bellerín,30000000.0
15,Carl Jenkinson,5000000.0
16,Mathieu Debuchy,3500000.0
17,Jordi Osei-Tutu,
18,Granit Xhaka,35000000.0
19,Francis Coquelin,15000000.0
20,Mohamed Elneny,10000000.0
21,Charlie Gilmour,
22,Ben Sheaf,
23,Joshua Da Silva,
24,Aaron Ramsey,35000000.0
25,Jack Wilshere,18000000.0
26,Santi Cazorla,12000000.0
27,Marcus McGuane,
28,Joe Willock,
29,Alex Oxlade-Chamberlain,22000000.0
30,Ainsley Maitland-Niles,750000.0
31,Mesut Özil,50000000.0
32,Henrikh Mkhitaryan,35000000.0
33,Vlad Dragomir,50000.0
34,Alexis Sánchez,65000000.0
35,Alex Iwobi,10000000.0
36,Theo Walcott,20000000.0
37,Jeff Reine-Adélaïde,1000000.0
38,Reiss Nelson,
39,Pierre-Emerick Aubameyang,65000000.0
40,Alexandre Lacazette,40000000.0
41,Olivier Giroud,22000000.0
42,Danny Welbeck,15000000.0
43,Chuba Akpom,1000000.0
44,Eddie Nketiah,
