,Players,Values
0,Ralf Fährmann,6000000.0
1,Fabian Giefer,2000000.0
2,Michael Gspurning,200000.0
3,Christian Wetklo,150000.0
4,Alexander Nübel,100000.0
5,Benedikt Höwedes,18000000.0
6,Joel Matip,16000000.0
7,Matija Nastasic,13000000.0
8,Roman Neustädter,9000000.0
9,Kaan Ayhan,5000000.0
10,Marvin Friedrich,500000.0
11,Thilo Kehrer,
12,Sead Kolasinac,7000000.0
13,Dennis Aogo,5000000.0
14,Atsuto Uchida,9000000.0
15,Júnior Caiçara,6000000.0
16,Sascha Riether,1750000.0
17,Johannes Geis,9000000.0
18,Leon Goretzka,7500000.0
19,Marco Höger,5000000.0
20,Pierre-Emile Höjbjerg,4000000.0
21,Alessandro Schöpf,1000000.0
22,Julian Draxler,25000000.0
23,Max Meyer,15000000.0
24,Younès Belhanda,9000000.0
25,Leroy Sané,1500000.0
26,Sidney Sam,5000000.0
27,Klaas-Jan Huntelaar,11000000.0
28,Eric Maxim Choupo-Moting,10000000.0
29,Franco Di Santo,7500000.0
30,Felix Platte,150000.0
31,Fabian Reese,
