,Players,Values
0,Pepe Reina,10000000.0
1,Simon Mignolet,5500000.0
2,Brad Jones,1500000.0
3,Danny Ward,
4,Daniel Agger,19000000.0
5,Mamadou Sakho,15000000.0
6,Martin Skrtel,15000000.0
7,Kolo Touré,6000000.0
8,Sebastián Coates,4500000.0
9,Tiago Ilori,1500000.0
10,Stephen Sama,
11,José Enrique,14000000.0
12,Aly Cissokho,6000000.0
13,Brad Smith,
14,Glen Johnson,12000000.0
15,Martin Kelly,5000000.0
16,Andre Wisdom,1000000.0
17,Jon Flanagan,
18,Lucas Leiva,15000000.0
19,Joe Allen,15000000.0
20,Steven Gerrard,11500000.0
21,Jordan Henderson,10500000.0
22,Jordan Rossiter,
23,João Carlos Teixeira,
24,Philippe Coutinho,10000000.0
25,Luis Alberto,5000000.0
26,Krisztián Adorján,
27,Cameron Brannagan,
28,Fabio Borini,12000000.0
29,Victor Moses,15000000.0
30,Raheem Sterling,11500000.0
31,Iago Aspas,9000000.0
32,Suso,3000000.0
33,Jordon Ibe,
34,Luis Suárez,36000000.0
35,Daniel Sturridge,15000000.0
