,Players,Values
0,Shay Given,8500000.0
1,Joe Hart,6500000.0
2,Márton Fülöp,2600000.0
3,Stuart Taylor,700000.0
4,Gunnar Nielsen,250000.0
5,Kolo Touré,21000000.0
6,Joleon Lescott,17000000.0
7,Micah Richards,12000000.0
8,Vincent Kompany,10000000.0
9,Richard Dunne,9500000.0
10,Nedum Onuoha,5000000.0
11,Dedryck Boyata,
12,Wayne Bridge,7500000.0
13,Javier Garrido,3000000.0
14,Sylvinho,1200000.0
15,Greg Cunningham,
16,Pablo Zabaleta,8199999.999999999
17,Javan Vidal,100000.0
18,Kieran Trippier,
19,Gareth Barry,18500000.0
20,Patrick Vieira,13000000.0
21,Nigel de Jong,12500000.0
22,Michael Johnson,6000000.0
23,Kelvin Etuhu,750000.0
24,Andrew Tutte,
25,Scott Kay,
26,Abdisalam Ibrahim,
27,Stephen Ireland,15000000.0
28,Martin Petrov,10000000.0
29,Craig Bellamy,9000000.0
30,Vladimír Weiss,
31,Shaun Wright-Phillips,13000000.0
32,Adam Johnson,2100000.0
33,Robinho,35000000.0
34,Carlos Tévez,25000000.0
35,Emmanuel Adebayor,25000000.0
36,Roque Santa Cruz,10000000.0
37,Benjani,7000000.0
38,David Ball,
39,Alex Nimely,
