,Players,Values
0,Ederson,22000000.0
1,Joe Hart,13000000.0
2,Claudio Bravo,8000000.0
3,Angus Gunn,250000.0
4,John Stones,35000000.0
5,Nicolás Otamendi,30000000.0
6,Aymeric Laporte,25000000.0
7,Vincent Kompany,22000000.0
8,Eliaquim Mangala,15000000.0
9,Tosin Adarabioyo,250000.0
10,Benjamin Mendy,13000000.0
11,Kyle Walker,30000000.0
12,Danilo,16000000.0
13,Demeaco Duhaney,
14,Fernandinho,18000000.0
15,Ilkay Gündogan,30000000.0
16,Fabian Delph,8000000.0
17,Yaya Touré,8000000.0
18,Oleksandr Zinchenko,4500000.0
19,Tom Dele-Bashiru,
20,Phil Foden,
21,Kevin De Bruyne,65000000.0
22,David Silva,30000000.0
23,Brahim Díaz,
24,Leroy Sané,35000000.0
25,Raheem Sterling,45000000.0
26,Bernardo Silva,40000000.0
27,Patrick Roberts,7500000.0
28,Jack Harrison,850000.0
29,Sergio Agüero,65000000.0
30,Gabriel Jesus,30000000.0
31,Lukas Nmecha,
