,Players,Values
0,Thorsten Kirschbaum,600000.0
1,Fabian Bredlow,450000.0
2,Johannes Kreidl,150000.0
3,Ewerton,2000000.0
4,Georg Margreitter,900000.0
5,Lukas Jäger,800000.0
6,Lukas Mühl,750000.0
7,Tim Leibold,800000.0
8,Ulisses Garcia,750000.0
9,Laszlo Sepsi,550000.0
10,Dennis Lippert,300000.0
11,Enrico Valentini,750000.0
12,Miso Brecko,400000.0
13,Patrick Erras,900000.0
14,Ondrej Petrak,850000.0
15,Patrick Kammerbauer,500000.0
16,Eduard Löwen,350000.0
17,Hanno Behrens,1200000.0
18,Enis Alushi,450000.0
19,Lucas Hufnagel,350000.0
20,Alexander Fuchs,50000.0
21,Kevin Möhwald,1300000.0
22,Marvin Stefaniak,1500000.0
23,Tobias Werner,750000.0
24,Sebastian Kerk,750000.0
25,Edgar Salli,600000.0
26,Rúrik Gíslason,400000.0
27,Mikael Ishak,650000.0
28,Adam Zrelak,600000.0
29,Cedric Teuchert,500000.0
30,Federico Palacios,225000.0
