,Players,Values
0,Michael Esser,1500000.0
1,Philipp Tschauner,1000000.0
2,Leo Weinkauf,250000.0
3,Waldemar Anton,15000000.0
4,Kevin Wimmer,9000000.0
5,Josip Elez,3000000.0
6,Timo Hübers,750000.0
7,Felipe,300000.0
8,Matthias Ostrzolek,3000000.0
9,Miiko Albornoz,2500000.0
10,Julian Korb,3000000.0
11,Oliver Sorg,2500000.0
12,Walace,8500000.0
13,Pirmin Schwegler,3000000.0
14,Marvin Bakalorz,2500000.0
15,Iver Fossum,2500000.0
16,Edgar Prib,1500000.0
17,Genki Haraguchi,4500000.0
18,Linton Maina,3500000.0
19,Florent Muslija,1250000.0
20,Ihlas Bebou,8500000.0
21,Noah Sarenren Bazee,1500000.0
22,Takuma Asano,2000000.0
23,Niclas Füllkrug,15000000.0
24,Bobby Wood,3000000.0
25,Hendrik Weydandt,300000.0
