,Players,Values
0,David de Gea,17000000.0
1,Anders Lindegaard,6500000.0
2,Ben Amos,750000.0
3,Sam Johnstone,
4,Nemanja Vidic‎,21000000.0
5,Phil Jones,17000000.0
6,Chris Smalling,14000000.0
7,Jonny Evans,13000000.0
8,Rio Ferdinand,3500000.0
9,Michael Keane,
10,Patrice Evra,13000000.0
11,Alexander Büttner,5000000.0
12,Antonio Valencia,24000000.0
13,Rafael,14500000.0
14,Fábio,7000000.0
15,Michael Carrick,11000000.0
16,Marouane Fellaini,28000000.0
17,Tom Cleverley,12500000.0
18,Anderson,12000000.0
19,Darren Fletcher,7500000.0
20,Ashley Young,25000000.0
21,Ryan Giggs,1000000.0
22,Juan Mata,42000000.0
23,Shinji Kagawa,21000000.0
24,Nani,27000000.0
25,Bebé,1000000.0
26,Tom Lawrence,
27,Wilfried Zaha,12000000.0
28,Jesse Lingard,
29,Adnan Januzaj,
30,Wayne Rooney,65000000.0
31,Robin van Persie,45000000.0
32,Chicharito,22000000.0
33,Danny Welbeck,17000000.0
34,Ángelo Henríquez,4000000.0
35,Federico Macheda,2500000.0
36,James Wilson,
