,Players,Values
0,David de Gea,40000000.0
1,Sergio Romero,5000000.0
2,Sam Johnstone,250000.0
3,Joel Pereira,
4,Dean Henderson,
5,Kieran O'Hara,
6,Chris Smalling,20000000.0
7,Daley Blind,19000000.0
8,Marcos Rojo,18000000.0
9,Phil Jones,15000000.0
10,Eric Bailly,8000000.0
11,Axel Tuanzebe,
12,Luke Shaw,21000000.0
13,Cameron Borthwick-Jackson,1500000.0
14,Demetri Mitchell,
15,Matteo Darmian,15000000.0
16,Antonio Valencia,8000000.0
17,Guillermo Varela,500000.0
18,Tim Fosu-Mensah,
19,Morgan Schneiderlin,30000000.0
20,Michael Carrick,4000000.0
21,Paul Pogba,70000000.0
22,Ander Herrera,28000000.0
23,Marouane Fellaini,15000000.0
24,Bastian Schweinsteiger,12000000.0
25,Matty Willock,
26,Scott McTominay,
27,Ashley Young,10000000.0
28,Juan Mata,34000000.0
29,Henrikh Mkhitaryan,30000000.0
30,Andreas Pereira,2000000.0
31,Josh Harrop,
32,Angel Gomes,
33,Anthony Martial,32000000.0
34,Memphis Depay,25000000.0
35,Adnan Januzaj,7000000.0
36,Jesse Lingard,5000000.0
37,Zak Dearnley,
38,Wayne Rooney,35000000.0
39,Zlatan Ibrahimovic,15000000.0
40,Marcus Rashford,6000000.0
41,James Wilson,2000000.0
