,Players,Values
0,Bernd Leno,16000000.0
1,Ramazan Özcan,1250000.0
2,Niklas Lomb,350000.0
3,Ömer Toprak,18000000.0
4,Aleksandar Dragovic,15000000.0
5,Jonathan Tah,12000000.0
6,Tin Jedvaj,8000000.0
7,Kyriakos Papadopoulos,7500000.0
8,André Ramalho,2500000.0
9,Joel Abu Hanna,
10,Wendell,15000000.0
11,Roberto Hilbert,2000000.0
12,Danny da Costa,1000000.0
13,Benjamin Henrichs,250000.0
14,Lukas Boeder,150000.0
15,Robin Becker,100000.0
16,Lars Bender,20000000.0
17,Julian Baumgartlinger,6000000.0
18,Marlon Frey,500000.0
19,Paterson Chato,75000.0
20,Kevin Kampl,12000000.0
21,Charles Aránguiz,9500000.0
22,Atakan Akkaynak,
23,Andrejs Ciganiks,
24,Seung-uh Ryu,650000.0
25,Vladlen Yurchenko,500000.0
26,Kai Havertz,
27,Hakan Calhanoglu,18000000.0
28,Julian Brandt,10000000.0
29,Leon Bailey,4000000.0
30,Robbie Kruse,1000000.0
31,Karim Bellarabi,16000000.0
32,Admir Mehmedi,5000000.0
33,Chicharito,18000000.0
34,Kevin Volland,17000000.0
35,Stefan Kießling,5500000.0
36,Joel Pohjanpalo,1500000.0
37,Marc Brasnic,250000.0
38,Patrik Dzalto,
