,Players,Values
0,Florian Fromlowitz,3000000.0
1,Markus Miller,1400000.0
2,Ron-Robert Zieler,300000.0
3,Karim Haggui,4000000.0
4,Emanuel Pogatetz,3500000.0
5,Christian Schulz,3250000.0
6,Mario Eggimann,1250000.0
7,Tim Hofmann,100000.0
8,Felix Burmeister,75000.0
9,Christopher Avevor,
10,Konstantin Rausch,2250000.0
11,Constant Djakpa,2000000.0
12,DaMarcus Beasley,1750000.0
13,Steven Cherundolo,2000000.0
14,Sofian Chahed,1250000.0
15,Manuel Schmiedebach,1000000.0
16,Altin Lala,500000.0
17,Leon Andreasen,2500000.0
18,Sérgio da Silva Pinto,1750000.0
19,Carlitos,1000000.0
20,Willi Evseev,
21,Moritz Stoppelkamp,1000000.0
22,Lars Stindl,1750000.0
23,Jan Schlaudraff,1500000.0
24,Didier Ya Konan,3500000.0
25,Mikael Forssell,1750000.0
26,Mike Hanke,1500000.0
27,Mohammed Abdellaoue,750000.0
