,Players,Values
0,Petr Cech,12000000.0
1,David Ospina,7000000.0
2,Emiliano Martínez,1000000.0
3,Matt Macey,
4,Per Mertesacker,19000000.0
5,Laurent Koscielny,19000000.0
6,Gabriel Paulista,12000000.0
7,Calum Chambers,12000000.0
8,Krystian Bielik,1500000.0
9,Kieran Gibbs,14000000.0
10,Nacho Monreal,10000000.0
11,Mathieu Debuchy,13000000.0
12,Carl Jenkinson,7000000.0
13,Héctor Bellerín,1500000.0
14,Mathieu Flamini,6000000.0
15,Francis Coquelin,4500000.0
16,Mohamed Elneny,3750000.0
17,Glen Kamara,
18,Ben Sheaf,
19,Isaac Hayden,
20,Santi Cazorla,26000000.0
21,Jack Wilshere,25000000.0
22,Aaron Ramsey,25000000.0
23,Mikel Arteta,4000000.0
24,Ismaël Bennacer,100000.0
25,Alex Oxlade-Chamberlain,18000000.0
26,Mesut Özil,40000000.0
27,Tomás Rosicky,2000000.0
28,Jon Toral,250000.0
29,Alexis Sánchez,45000000.0
30,Serge Gnabry,4000000.0
31,Chris Willock,
32,Alex Iwobi,
33,Theo Walcott,28000000.0
34,Joel Campbell,6000000.0
35,Wellington Silva,1500000.0
36,Jeff Reine-Adélaïde,
37,Olivier Giroud,20000000.0
38,Danny Welbeck,18000000.0
39,Yaya Sanogo,1500000.0
40,Chuba Akpom,1000000.0
