,Players,Values
0,Michael Rensing,3000000.0
1,Hans Jörg Butt,1750000.0
2,Thomas Kraft,150000.0
3,Lúcio,18000000.0
4,Martín Demichelis,14000000.0
5,Breno,9000000.0
6,Daniel Van Buyten,7000000.0
7,Georg Niedermeier,100000.0
8,Holger Badstuber,50000.0
9,Marcell Jansen,10000000.0
10,Philipp Lahm,18000000.0
11,Willy Sagnol,12000000.0
12,Massimo Oddo,11500000.0
13,Christian Lell,4000000.0
14,Mark van Bommel,12500000.0
15,Andreas Ottl,2000000.0
16,Bastian Schweinsteiger,10000000.0
17,Tim Borowski,8500000.0
18,Hamit Altintop,8000000.0
19,José Sosa,6000000.0
20,Toni Kroos,3000000.0
21,Zé Roberto,8000000.0
22,Franck Ribéry,27000000.0
23,Landon Donovan,2500000.0
24,Thomas Müller,
25,Luca Toni,28500000.0
26,Miroslav Klose,20000000.0
27,Lukas Podolski,10000000.0
28,Deniz Yilmaz,75000.0
