,Players,Values
0,Oliver Baumann,7000000.0
1,Jens Grahl,500000.0
2,Alexander Stolz,100000.0
3,Marvin Schwäbe,100000.0
4,Niklas Süle,4500000.0
5,David Abraham,3500000.0
6,Jannik Vestergaard,3000000.0
7,Ermin Bicakcic,2500000.0
8,Kevin Akpoguma,600000.0
9,Nicolai Rapp,
10,Jin-su Kim,1000000.0
11,Andreas Beck,3500000.0
12,Jeremy Toljan,1000000.0
13,Pirmin Schwegler,6000000.0
14,Eugen Polanski,3500000.0
15,Sebastian Rudy,3000000.0
16,Tobias Strobl,1000000.0
17,Grischa Prömel,
18,Sejad Salihovic,4500000.0
19,Jiloan Hamad,2500000.0
20,Steven Zuber,3000000.0
21,Janik Haberer,225000.0
22,Nadiem Amiri,
23,Tarik Elyounoussi,2500000.0
24,Kai Herdling,500000.0
25,Roberto Firmino,15000000.0
26,Kevin Volland,18000000.0
27,Ádám Szalai,7000000.0
28,Anthony Modeste,4500000.0
29,Sven Schipplock,1500000.0
