,Players,Values
0,Michael Rensing,2500000.0
1,Hans Jörg Butt,1500000.0
2,Thomas Kraft,300000.0
3,Martín Demichelis,14000000.0
4,Daniel Van Buyten,7000000.0
5,Breno,5500000.0
6,Holger Badstuber,400000.0
7,Danijel Pranjic,9000000.0
8,Edson Braafheid,3500000.0
9,Diego Contento,200000.0
10,David Alaba,200000.0
11,Philipp Lahm,25000000.0
12,Christian Lell,2500000.0
13,Andreas Görlitz,1500000.0
14,Anatoliy Tymoshchuk,20000000.0
15,Mark van Bommel,8500000.0
16,Andreas Ottl,2000000.0
17,Bastian Schweinsteiger,16000000.0
18,Hamit Altintop,9000000.0
19,José Sosa,5000000.0
20,Alexander Baumjohann,2500000.0
21,Mehmet Ekici,400000.0
22,Franck Ribéry,40000000.0
23,Arjen Robben,30000000.0
24,Thomas Müller,750000.0
25,Mario Gómez,30000000.0
26,Miroslav Klose,18000000.0
27,Luca Toni,16000000.0
28,Ivica Olic,12000000.0
