,Players,Values
0,Dimo Wache,1000000.0
1,Heinz Müller,900000.0
2,Christian Wetklo,500000.0
3,Pierre Kleinheider,50000.0
4,Nikolce Noveski,2500000.0
5,Tim Hoogland,2300000.0
6,Niko Bungert,2000000.0
7,Bo Svensson,800000.0
8,Benjamin Kessel,125000.0
9,Stefan Bell,
10,Peter Van der Heyden,1000000.0
11,Marco Rose,800000.0
12,Radoslav Zabavník,500000.0
13,Zsolt Löw,500000.0
14,Fabian Götze,50000.0
15,Eugen Gopko,
16,Eugen Polanski,3000000.0
17,Milorad Pekovic,1000000.0
18,Daniel Gunkel,1000000.0
19,Jan Kirchhoff,200000.0
20,Viktor Riske,50000.0
21,Steven Kröner,25000.0
22,Malik Fathi,2800000.0
23,Miroslav Karhan,1500000.0
24,Elkin Soto,1000000.0
25,Jared Jeffrey,250000.0
26,Jahmir Hyka,700000.0
27,Andreas Ivanschitz,4500000.0
28,Jan Simak,1500000.0
29,Filip Trojan,1500000.0
30,André Schürrle,
31,Chadli Amri,1200000.0
32,Florian Heller,1000000.0
33,Srdjan Baljak,1500000.0
34,Dragan Bogavac,400000.0
35,Aristide Bancé,2200000.0
36,Félix Borja,1500000.0
37,Ádám Szalai,300000.0
38,Gamal Hamza,250000.0
39,Adriano Grimaldi,50000.0
40,Petar Sliskovic,
