,Players,Values
0,Hans Jörg Butt,2500000.0
1,Rouven Sattelmaier,450000.0
2,Thomas Kraft,350000.0
3,Maximilian Riedmüller,100000.0
4,Martín Demichelis,10000000.0
5,Holger Badstuber,8000000.0
6,Daniel Van Buyten,7000000.0
7,Breno,4000000.0
8,Danijel Pranjic,7500000.0
9,Edson Braafheid,3000000.0
10,Diego Contento,2000000.0
11,David Alaba,1000000.0
12,Philipp Lahm,25000000.0
13,Anatoliy Tymoshchuk,8000000.0
14,Mark van Bommel,6500000.0
15,Luiz Gustavo,5000000.0
16,Andreas Ottl,2500000.0
17,Bastian Schweinsteiger,24000000.0
18,Toni Kroos,12000000.0
19,Hamit Altintop,6500000.0
20,José Sosa,3000000.0
21,Nicolas Jüllich,200000.0
22,Boy Deul,650000.0
23,Christoph Knasmüllner,200000.0
24,Franck Ribéry,50000000.0
25,Nicola Sansone,50000.0
26,Arjen Robben,38000000.0
27,Thomas Müller,10000000.0
28,Mario Gómez,27500000.0
29,Ivica Olic,12000000.0
30,Miroslav Klose,7500000.0
