,Players,Values
0,Rune Jarstein,2500000.0
1,Thomas Kraft,1000000.0
2,Dennis Smarsch,
3,Jonathan Klinsmann,
4,Niklas Stark,10000000.0
5,Sebastian Langkamp,3000000.0
6,Karim Rekik,2500000.0
7,Jordan Torunarigha,1000000.0
8,Florian Baak,
9,Marvin Plattenhardt,8000000.0
10,Maximilian Mittelstädt,1000000.0
11,Mitchell Weiser,9000000.0
12,Valentino Lazaro,3000000.0
13,Peter Pekarik,2500000.0
14,Fabian Lustenberger,3000000.0
15,Arne Maier,
16,Vladimir Darida,10000000.0
17,Per Ciljan Skjelbred,4000000.0
18,Sidney Friede,25000.0
19,Ondrej Duda,3500000.0
20,Valentin Stocker,3000000.0
21,Julius Kade,
22,Salomon Kalou,4000000.0
23,Genki Haraguchi,2500000.0
24,Sinan Kurt,300000.0
25,Alexander Esswein,2500000.0
26,Mathew Leckie,2500000.0
27,Maurice Covic,25000.0
28,Palko Dárdai,
29,Davie Selke,6000000.0
30,Vedad Ibisevic,3000000.0
31,Julian Schieber,2000000.0
