,Players,Values
0,Yann Sommer,13000000.0
1,Tobias Sippel,750000.0
2,Moritz Nicolas,150000.0
3,Matthias Ginter,25000000.0
4,Nico Elvedi,23000000.0
5,Tony Jantschke,3500000.0
6,Mamadou Doucouré,500000.0
7,Florian Mayer,300000.0
8,Andreas Poulsen,4000000.0
9,Oscar Wendt,2500000.0
10,Michael Lang,4500000.0
11,Louis Beyer,1000000.0
12,Denis Zakaria,20000000.0
13,Christoph Kramer,12000000.0
14,Tobias Strobl,4000000.0
15,Florian Neuhaus,10000000.0
16,Jonas Hofmann,8000000.0
17,Michaël Cuisance,7500000.0
18,Lászlo Bénes,1500000.0
19,Keanan Bennetts,2300000.0
20,Thorgan Hazard,25000000.0
21,Fabian Johnson,4500000.0
22,Patrick Herrmann,4500000.0
23,Ibrahima Traoré,3500000.0
24,Lars Stindl,18000000.0
25,Raffael,4000000.0
26,Alassane Plea,28000000.0
27,Josip Drmic,3500000.0
28,Julio Villalba,750000.0
29,Torben Müsel,350000.0
