,Players,Values
0,Robert Enke,8500000.0
1,Florian Fromlowitz,900000.0
2,Morten Jensen,100000.0
3,Marcel Maluck,
4,Christian Schulz,4000000.0
5,Valérien Ismaël,4000000.0
6,Mario Eggimann,3000000.0
7,Vinícius,2500000.0
8,Frank Fahrenhorst,2500000.0
9,Johannes Ibelherr,
10,Leon Balogun,
11,Tim Hofmann,
12,Michael Tarnat,1000000.0
13,Konstantin Rausch,250000.0
14,Steven Cherundolo,3000000.0
15,Sal Zizzo,400000.0
16,Patrick Herrmann,
17,Hanno Balitsch,4000000.0
18,Altin Lala,1500000.0
19,Bastian Schulz,50000.0
20,Manuel Schmiedebach,
21,Szabolcs Huszti,6500000.0
22,Leon Andreasen,4000000.0
23,Chavdar Yankov,2000000.0
24,Sérgio da Silva Pinto,1800000.0
25,Gaetan Krebs,700000.0
26,Jacek Krzynowek,2000000.0
27,Arnold Bruggink,2500000.0
28,Jan Schlaudraff,2500000.0
29,Jan Rosenthal,2500000.0
30,Jiri Stajner,2000000.0
31,Mike Hanke,5000000.0
32,Mikael Forssell,4750000.0
33,Fatih Yigitusagi,
