,Players,Values
0,Kevin Trapp,10000000.0
1,Frederik Rönnow,3000000.0
2,Felix Wiedwald,1000000.0
3,Jan Zimmermann,250000.0
4,Tobias Stirl,200000.0
5,Carlos Salcedo,10000000.0
6,Evan N'Dicka,6000000.0
7,Simon Falette,4000000.0
8,David Abraham,4000000.0
9,Marco Russ,1000000.0
10,Noel Knothe,100000.0
11,Jetro Willems,7000000.0
12,Taleb Tawatha,1500000.0
13,Deji Beyreuther,100000.0
14,Timothy Chandler,5000000.0
15,Danny da Costa,5000000.0
16,Lucas Torró,5000000.0
17,Gelson Fernandes,1500000.0
18,Makoto Hasebe,1000000.0
19,Sahverdi Cetin,200000.0
20,Jonathan de Guzmán,2500000.0
21,Marc Stendera,2000000.0
22,Allan,1250000.0
23,Patrice Kabuya,200000.0
24,Mijat Gacinovic,8000000.0
25,Marco Fabián,4500000.0
26,Chico Geraldes,4000000.0
27,Ante Rebic,30000000.0
28,Filip Kostic,6000000.0
29,Mischa Häuser,100000.0
30,Nicolai Müller,3000000.0
31,Nelson Mandela Mbouhom,100000.0
32,Luka Jovic,20000000.0
33,Sébastien Haller,15000000.0
34,Goncalo Paciencia,3000000.0
35,Branimir Hrgota,1000000.0
