,Players,Values
0,Timo Hildebrand,1700000.0
1,Ralf Fährmann,1500000.0
2,Mathias Schober,500000.0
3,Lars Unnerstall,150000.0
4,Robin Himmelmann,100000.0
5,Benedikt Höwedes,14000000.0
6,Kyriakos Papadopoulos,5500000.0
7,Christoph Metzelder,3500000.0
8,Joel Matip,3000000.0
9,Tim Hoogland,2500000.0
10,Alban Sabah,
11,Christian Fuchs,4000000.0
12,Sergio Escudero,1750000.0
13,Hans Sarpei,300000.0
14,Sead Kolasinac,
15,Atsuto Uchida,5500000.0
16,Alexander Langlitz,75000.0
17,Andreas Wiegel,50000.0
18,Jermaine Jones,5000000.0
19,Peer Kluge,3500000.0
20,Anthony Annan,2500000.0
21,Nils Zander,
22,Jan Morávek,3500000.0
23,Christoph Moritz,3000000.0
24,Marco Höger,2000000.0
25,José Manuel Jurado,9500000.0
26,Lewis Holtby,6000000.0
27,Julian Draxler,3500000.0
28,Alexander Baumjohann,1250000.0
29,Levan Kenia,1000000.0
30,Jefferson Farfán,18000000.0
31,Chinedu Obasi,6000000.0
32,Raúl,7500000.0
33,Klaas-Jan Huntelaar,13000000.0
34,Ciprian Marica,3500000.0
35,Edú,2000000.0
36,Mario Gavranovic,1750000.0
37,Teemu Pukki,200000.0
38,Philipp Hofmann,
