,Players,Values
0,Sven Ulreich,3500000.0
1,Bernd Leno,600000.0
2,Marc Ziegler,500000.0
3,André Weis,100000.0
4,Serdar Tasci,10000000.0
5,Matthieu Delpierre,4500000.0
6,Georg Niedermeier,3000000.0
7,Francisco Rodríguez,3000000.0
8,Khalid Boulahrouz,2500000.0
9,Ermin Bicakcic,250000.0
10,Patrick Bauer,50000.0
11,Antonio Rüdiger,
12,Cristian Molinaro,5000000.0
13,Arthur Boka,3500000.0
14,Stefano Celozzi,1250000.0
15,Gotoku Sakai,800000.0
16,William Kvist,4000000.0
17,Mamadou Bah,750000.0
18,Zdravko Kuzmanović,8500000.0
19,Christian Gentner,5000000.0
20,Raphael Holzhauser,500000.0
21,Timo Gebhart,5000000.0
22,Tamás Hajnal,2500000.0
23,Johan Audel,2500000.0
24,Ibrahima Traoré,2000000.0
25,Christoph Hemlein,75000.0
26,Julian Schieber,6500000.0
27,Vedad Ibisevic,6000000.0
28,Cacau,6000000.0
29,Martin Harnik,5500000.0
30,Pavel Pogrebnyak,5500000.0
31,Shinji Okazaki,3000000.0
