,Players,Values
0,Tim Wiese,5500000.0
1,Heurelho Gomes,2000000.0
2,Koen Casteels,800000.0
3,Jens Grahl,100000.0
4,Marvin Compper,3500000.0
5,David Abraham,3500000.0
6,Jannik Vestergaard,3000000.0
7,Matthieu Delpierre,1750000.0
8,Sandro Wieser,800000.0
9,Chris,500000.0
10,Matthias Jaissle,300000.0
11,Stefan Thesker,100000.0
12,Pelle Jensen,100000.0
13,Niklas Süle,
14,Patrick Schorr,
15,Andreas Beck,5000000.0
16,Patrick Ochs,2500000.0
17,Luis Advíncula,250000.0
18,Jeremy Toljan,
19,Sebastian Rudy,5500000.0
20,Eugen Polanski,4000000.0
21,Danny Williams,2000000.0
22,Robin Szarka,50000.0
23,Denis Streker,25000.0
24,Sejad Salihovic,6500000.0
25,Afriyie Acquah,2000000.0
26,Tobias Weis,1500000.0
27,Ahmed Sassi,150000.0
28,Stephan Schröck,2000000.0
29,Andreas Ludwig,150000.0
30,Fabian Johnson,3500000.0
31,Takashi Usami,1500000.0
32,Vincenzo Grifo,
33,Boris Vukcevic,3000000.0
34,Filip Malbasic,500000.0
35,Júnior Ponce,
36,Roberto Firmino,7000000.0
37,Michael Gregoritsch,200000.0
38,Eren Derdiyok,7500000.0
39,Igor de Camargo,3500000.0
40,Kevin Volland,3500000.0
41,Sven Schipplock,1250000.0
42,Joselu,
