,Players,Values
0,Felix Wiedwald,2500000.0
1,Raphael Wolf,750000.0
2,Jaroslav Drobny,500000.0
3,Michael Zetterer,300000.0
4,Eric Oelschlägel,200000.0
5,Lamine Sané,4000000.0
6,Niklas Moisander,3000000.0
7,Luca Caldirola,2500000.0
8,Fallou Diagne,2000000.0
9,Milos Veljkovic,500000.0
10,Santiago García,3000000.0
11,Ulisses Garcia,1000000.0
12,Janek Sternberg,500000.0
13,Leon Guwara,275000.0
14,Theodor Gebre Selassie,2750000.0
15,Robert Bauer,1250000.0
16,Marnon Busch,350000.0
17,Luca Zander,250000.0
18,Philipp Bargfrede,2000000.0
19,Thanos Petsos,1500000.0
20,Lukas Fröde,350000.0
21,Zlatko Junuzovic,7000000.0
22,Sambou Yatabaré,2500000.0
23,Florian Grillitsch,2500000.0
24,Thomas Delaney,1500000.0
25,Clemens Fritz,750000.0
26,Maximilian Eggestein,450000.0
27,Niklas Schmidt,
28,Levent Aycicek,500000.0
29,Florian Kainz,4500000.0
30,Serge Gnabry,3000000.0
31,Melvyn Lorenzen,400000.0
32,Izet Hajrovic,1500000.0
33,Justin Eilers,550000.0
34,Johannes Eggestein,
35,Max Kruse,12000000.0
36,Fin Bartels,2750000.0
37,Aron Jóhannsson,3500000.0
38,Lennart Thy,1000000.0
39,Claudio Pizarro,1000000.0
40,Ousman Manneh,200000.0
