,Players,Values
0,René Adler,2000000.0
1,Jannik Huth,1000000.0
2,Florian Müller,275000.0
3,Robin Zentner,200000.0
4,Finn Dahmen,
5,Stefan Bell,6000000.0
6,Leon Balogun,2000000.0
7,Alexander Hack,1500000.0
8,Niko Bungert,1250000.0
9,Abdou Diallo,1000000.0
10,Gaëtan Bussmann,2000000.0
11,Marin Sverko,125000.0
12,Giulio Donati,3500000.0
13,Daniel Brosinski,2500000.0
14,Jean-Philippe Gbamin,5000000.0
15,Fabian Frei,2500000.0
16,Nigel de Jong,2000000.0
17,Danny Latza,4000000.0
18,Suat Serdar,1500000.0
19,Ridle Baku,
20,Alexandru Maxim,2500000.0
21,Robin Quaison,2000000.0
22,Philipp Klement,300000.0
23,Viktor Fischer,5000000.0
24,Jairo Samperio,4000000.0
25,Pablo de Blasis,3000000.0
26,Karim Onisiwo,1500000.0
27,Gerrit Holtmann,1500000.0
28,Levin Öztunali,6500000.0
29,Yoshinori Muto,4500000.0
30,Anthony Ujah,3500000.0
31,Kenan Kodro,3000000.0
32,Emil Berggreen,1000000.0
