,Players,Values
0,Manuel Neuer,35000000.0
1,Sven Ulreich,6000000.0
2,Christian Früchtl,150000.0
3,Ron-Thorben Hoffmann,150000.0
4,Mats Hummels,60000000.0
5,Niklas Süle,45000000.0
6,Jérôme Boateng,45000000.0
7,David Alaba,50000000.0
8,Joshua Kimmich,55000000.0
9,Rafinha,3500000.0
10,Javi Martínez,40000000.0
11,Thiago,60000000.0
12,Corentin Tolisso,45000000.0
13,Leon Goretzka,40000000.0
14,Renato Sanches,20000000.0
15,James Rodríguez,80000000.0
16,Kingsley Coman,50000000.0
17,Serge Gnabry,30000000.0
18,Franck Ribéry,4000000.0
19,Arjen Robben,7000000.0
20,Thomas Müller,55000000.0
21,Robert Lewandowski,85000000.0
22,Sandro Wagner,12000000.0
