,Players,Values
0,Pepe Reina,20000000.0
1,Diego Cavalieri,2000000.0
2,Brad Jones,1500000.0
3,Martin Hansen,100000.0
4,Péter Gulácsi,
5,Jamie Carragher,17000000.0
6,Martin Skrtel,13500000.0
7,Daniel Agger,11500000.0
8,Sotiris Kyrgiakos,5000000.0
9,Danny Wilson,1000000.0
10,Daniel Ayala,750000.0
11,Conor Coady,
12,Fábio Aurélio,8500000.0
13,Paul Konchesky,3500000.0
14,Jack Robinson,
15,Glen Johnson,17000000.0
16,Stephen Darby,250000.0
17,Martin Kelly,50000.0
18,Jon Flanagan,
19,Andre Wisdom,
20,Javier Mascherano,26000000.0
21,Lucas Leiva,7000000.0
22,Christian Poulsen,6500000.0
23,Jay Spearing,250000.0
24,Steven Gerrard,50000000.0
25,Alberto Aquilani,14000000.0
26,Raúl Meireles,10500000.0
27,Jonjo Shelvey,950000.0
28,Joe Cole,21000000.0
29,Maxi Rodríguez,18000000.0
30,Milan Jovanovic,8500000.0
31,Ryan Babel,7000000.0
32,Dani Pacheco,100000.0
33,Dirk Kuyt,17000000.0
34,Tom Ince,
35,David Amoo,
36,Fernando Torres,50000000.0
37,Luis Suárez,20000000.0
38,David N'Gog,4500000.0
39,Andy Carroll,2500000.0
40,Nathan Eccleston,50000.0
41,Lauri Dalla Valle,
