,Players,Values
0,Lukas Hradecky,12000000.0
1,Ramazan Özcan,500000.0
2,Thorsten Kirschbaum,400000.0
3,Tomasz Kucz,200000.0
4,Jonathan Tah,40000000.0
5,Panagiotis Retsos,18000000.0
6,Sven Bender,15000000.0
7,Aleksandar Dragovic,10000000.0
8,Tin Jedvaj,5000000.0
9,Wendell,25000000.0
10,Mitchell Weiser,12000000.0
11,Jakub Bednarczyk,250000.0
12,Lars Bender,13000000.0
13,Julian Baumgartlinger,4000000.0
14,Charles Aránguiz,15000000.0
15,Dominik Kohr,5000000.0
16,Kai Havertz,55000000.0
17,Sam Schreck,350000.0
18,Leon Bailey,45000000.0
19,Julian Brandt,45000000.0
20,Paulinho,25000000.0
21,Karim Bellarabi,10000000.0
22,Kevin Volland,22000000.0
23,Lucas Alario,20000000.0
24,Isaac Kiese Thelin,5000000.0
25,Joel Pohjanpalo,1500000.0
