,Players,Values
0,Simon Jentzsch,1000000.0
1,Mohamed Amsif,200000.0
2,Ioannis Gelios,
3,Gibril Sankoh,1750000.0
4,Uwe Möhrle,1100000.0
5,Jonas De Roeck,900000.0
6,Andrew Sinkala,900000.0
7,Jan-Ingwer Callsen-Bracker,350000.0
8,Benjamin Woltmann,
9,Marcel de Jong,850000.0
10,Paul Verhaegh,1500000.0
11,Dominik Reinhardt,1250000.0
12,Kees Kwakman,1750000.0
13,Lukas Sinkiewicz,1400000.0
14,Hajime Hosogai,1200000.0
15,Daniel Baier,750000.0
16,Goran Šukalo,750000.0
17,Moritz Nebel,100000.0
18,Daniel Brinkmann,800000.0
19,Moritz Leitner,
20,Thomas Rudolph,
21,Daniel Framberger,
22,Marcel Ndjeng,1300000.0
23,Axel Bellinghausen,750000.0
24,Tobias Werner,750000.0
25,Ibrahima Traoré,2000000.0
26,Nando Rafael,1400000.0
27,Michael Thurk,800000.0
28,Stephan Hain,500000.0
29,Torsten Oehrl,450000.0
30,Edmond Kapllani,400000.0
31,Sören Bertram,200000.0
