,Players,Values
0,Diego Benaglio,10000000.0
1,André Lenz,300000.0
2,Marwin Hitz,200000.0
3,Andrea Barzagli,14000000.0
4,Cristian Zaccardo,5000000.0
5,Jan Simunek,4500000.0
6,Alexander Madlung,4500000.0
7,Ricardo Costa,3500000.0
8,Réver,3000000.0
9,Daniel Reiche,175000.0
10,Julian Klamt,100000.0
11,Marcel Schäfer,7500000.0
12,Kevin Wolze,300000.0
13,Sascha Riether,6000000.0
14,Peter Pekarik,2500000.0
15,Josué,9000000.0
16,Makoto Hasebe,4000000.0
17,Daniel Baier,1000000.0
18,Sebastian Schindzielorz,400000.0
19,Christian Gentner,7000000.0
20,Thomas Kahlenberg,4500000.0
21,Jonathan Santana,1600000.0
22,Alexander Laas,500000.0
23,Zvjezdan Misimovic,13000000.0
24,Karim Ziani,6500000.0
25,Fabian Johnson,1000000.0
26,Ashkan Dejagah,4000000.0
27,Alexander Esswein,300000.0
28,Edin Dzeko,18000000.0
29,Obafemi Martins,12500000.0
30,Grafite,11000000.0
