,Players,Values
0,Simon Mignolet,12000000.0
1,Loris Karius,8000000.0
2,Danny Ward,2500000.0
3,Ádám Bogdán,1000000.0
4,Virgil van Dijk,30000000.0
5,Joel Matip,25000000.0
6,Dejan Lovren,17000000.0
7,Joe Gomez,4000000.0
8,Ragnar Klavan,3500000.0
9,Conor Masterson,
10,Alberto Moreno,10000000.0
11,Andrew Robertson,7000000.0
12,Nathaniel Clyne,21000000.0
13,Jon Flanagan,3500000.0
14,Trent Alexander-Arnold,1500000.0
15,Connor Randall,500000.0
16,Emre Can,15000000.0
17,Georginio Wijnaldum,28000000.0
18,Jordan Henderson,28000000.0
19,James Milner,12000000.0
20,Marko Grujic,5000000.0
21,Curtis Jones,
22,Alex Oxlade-Chamberlain,22000000.0
23,Philippe Coutinho,45000000.0
24,Adam Lallana,25000000.0
25,Sadio Mané,40000000.0
26,Ben Woodburn,1500000.0
27,Mohamed Salah,35000000.0
28,Lazar Markovic,10000000.0
29,Sheyi Ojo,2000000.0
30,Roberto Firmino,38000000.0
31,Daniel Sturridge,20000000.0
32,Divock Origi,12000000.0
33,Danny Ings,8000000.0
34,Dominic Solanke,2000000.0
