,Players,Values
0,Pascal Borel,500000.0
1,Andreas Kerner,100000.0
2,Benjamin Bellot,50000.0
3,Tomasz Wisio,500000.0
4,Tim Sebastian,500000.0
5,Niklas Hoheneder,500000.0
6,Marcus Hoffmann,250000.0
7,Fabian Franke,75000.0
8,Matthias Buszkowiak,50000.0
9,Sebastian Heidinger,600000.0
10,Christian Müller,350000.0
11,Timo Rost,550000.0
12,Bastian Schulz,500000.0
13,Pekka Lagerblom,200000.0
14,Henrik Ernst,125000.0
15,Daniel Rosin,125000.0
16,Tom Geißler,225000.0
17,Maximilian Watzka,225000.0
18,Alexander Laas,125000.0
19,Umut Kocin,500000.0
20,Thiago Rockenbach,450000.0
21,Paul Schinke,50000.0
22,Steven Lewerenz,125000.0
23,Roman Wallner,1300000.0
24,Carsten Kammlott,400000.0
25,Timo Röttger,350000.0
26,Daniel Frahn,300000.0
27,Stefan Kutschke,100000.0
