,Players,Values
0,Shay Given,10000000.0
1,Joe Hart,7000000.0
2,Stuart Taylor,1500000.0
3,David González,500000.0
4,Kolo Touré,20000000.0
5,Jérôme Boateng,15000000.0
6,Joleon Lescott,15000000.0
7,Micah Richards,12000000.0
8,Vincent Kompany,12000000.0
9,Nedum Onuoha,4500000.0
10,Dedryck Boyata,500000.0
11,Frédéric Veseli,75000.0
12,Ben Mee,50000.0
13,Aleksandar Kolarov,9000000.0
14,Wayne Bridge,7000000.0
15,Ryan McGivern,100000.0
16,Greg Cunningham,50000.0
17,Chris Chantler,50000.0
18,Pablo Zabaleta,9000000.0
19,Shay Logan,300000.0
20,Javan Vidal,100000.0
21,Reece Wabara,50000.0
22,Omar Elabdellaoui,
23,Gareth Barry,18000000.0
24,Nigel de Jong,14000000.0
25,Patrick Vieira,7500000.0
26,Michael Johnson,4500000.0
27,Yaya Touré,18000000.0
28,James Milner,17000000.0
29,Abdisalam Ibrahim,100000.0
30,Scott Kay,50000.0
31,Abdul Razak,
32,David Silva,32000000.0
33,Craig Bellamy,13000000.0
34,Vladimír Weiss,1500000.0
35,Shaun Wright-Phillips,15000000.0
36,Adam Johnson,4500000.0
37,Carlos Tévez,30000000.0
38,Edin Dzeko,30000000.0
39,Emmanuel Adebayor,23000000.0
40,Mario Balotelli,15000000.0
41,Roque Santa Cruz,8000000.0
42,Jô,7500000.0
43,Alex Nimely,50000.0
44,John Guidetti,50000.0
