,Players,Values
0,Heurelho Gomes,10000000.0
1,Brad Friedel,3000000.0
2,Carlo Cudicini,1000000.0
3,Vedran Corluka,12000000.0
4,Michael Dawson,11000000.0
5,Younès Kaboul,7500000.0
6,William Gallas,7500000.0
7,Sébastien Bassong,7500000.0
8,Ledley King,6000000.0
9,Ryan Nelsen,3000000.0
10,Bongani Khumalo,1000000.0
11,Steven Caulker,50000.0
12,Benoît Assou-Ekotto,8500000.0
13,Danny Rose,500000.0
14,Kyle Naughton,2000000.0
15,Kyle Walker,2000000.0
16,Adam Smith,300000.0
17,Ryan Fredericks,
18,Jack Barthram,
19,Tom Huddlestone,12000000.0
20,Sandro,8000000.0
21,Jake Livermore,300000.0
22,Jake Nicholson,
23,Kevin Stewart,
24,Luka Modric,28000000.0
25,Scott Parker,13000000.0
26,Jermaine Jenas,8500000.0
27,John Bostock,300000.0
28,Dean Parrett,50000.0
29,Massimo Luongo,
30,Tom Carroll,
31,David Bentley,7000000.0
32,Rafael van der Vaart,20000000.0
33,Niko Kranjcar,10000000.0
34,Alex Pritchard,
35,Steven Pienaar,11000000.0
36,Simon Dawkins,100000.0
37,Cristian Ceballos,
38,Gareth Bale,25000000.0
39,Aaron Lennon,21000000.0
40,Iago Falque,2000000.0
41,Andros Townsend,500000.0
42,Giovani dos Santos,5000000.0
43,Jermain Defoe,18000000.0
44,Emmanuel Adebayor,17000000.0
45,Peter Crouch,12000000.0
46,Roman Pavlyuchenko,9000000.0
47,Louis Saha,5500000.0
48,Harry Kane,
49,Cameron Lancaster,
