,Players,Values
0,Oliver Baumann,5500000.0
1,Alexander Stolz,100000.0
2,Gregor Kobel,25000.0
3,Niklas Süle,10000000.0
4,Fabian Schär,4000000.0
5,Kevin Vogt,4000000.0
6,Ermin Bicakcic,3000000.0
7,Benjamin Hübner,2250000.0
8,Kevin Akpoguma,400000.0
9,Benedikt Gimber,250000.0
10,Nicolai Rapp,150000.0
11,Stefan Posch,
12,Danilo Soares,1500000.0
13,Pavel Kaderabek,3500000.0
14,Jeremy Toljan,1500000.0
15,Sebastian Rudy,4000000.0
16,Eugen Polanski,3500000.0
17,Pirmin Schwegler,3000000.0
18,Dennis Geiger,
19,Lukas Rupp,4000000.0
20,Steven Zuber,2000000.0
21,Nadiem Amiri,1500000.0
22,Kerem Demirbay,1300000.0
23,Baris Atik,125000.0
24,Marco Terrazzino,1000000.0
25,Philipp Ochs,750000.0
26,Andrej Kramaric,7500000.0
27,Eduardo Vargas,5500000.0
28,Sandro Wagner,2000000.0
29,Mark Uth,2000000.0
30,Ádám Szalai,1500000.0
31,Antonio Colak,500000.0
32,In-hyeok Park,200000.0
