,Players,Values
0,Manuel Neuer,45000000.0
1,Sven Ulreich,3500000.0
2,Tom Starke,300000.0
3,Leo Weinkauf,25000.0
4,Jérôme Boateng,40000000.0
5,Mats Hummels,38000000.0
6,Medhi Benatia,18000000.0
7,Holger Badstuber,3000000.0
8,Nicolas Feldhahn,350000.0
9,Felix Götze,
10,David Alaba,45000000.0
11,Juan Bernat,18000000.0
12,Marco Friedl,
13,Philipp Lahm,16000000.0
14,Joshua Kimmich,13000000.0
15,Rafinha,8000000.0
16,Javi Martínez,25000000.0
17,Xabi Alonso,5000000.0
18,Niklas Dorsch,75000.0
19,Arturo Vidal,37000000.0
20,Thiago,25000000.0
21,Renato Sanches,20000000.0
22,Gianluca Gaudino,2500000.0
23,Erdal Öztürk,75000.0
24,Raphael Obermair,
25,Julian Green,500000.0
26,Fabian Benko,75000.0
27,Kingsley Coman,17000000.0
28,Franck Ribéry,10000000.0
29,Douglas Costa,35000000.0
30,Arjen Robben,20000000.0
31,Thomas Müller,75000000.0
32,Robert Lewandowski,75000000.0
