,Players,Values
0,Thomas Kessler,2000000.0
1,Oka Nikolov,750000.0
2,Aykut Özer,50000.0
3,Mario Miltner,25000.0
4,Marco Russ,2750000.0
5,Georgios Tzavellas,2750000.0
6,Martin Amedick,2500000.0
7,Heiko Butscher,2000000.0
8,Gordon Schildenfeld,2000000.0
9,Stefan Bell,1500000.0
10,Bamba Anderson,1000000.0
11,Dominik Schmidt,800000.0
12,Habib Bellaid,500000.0
13,Julian Dudda,100000.0
14,Alexander Hien,
15,Constant Djakpa,1000000.0
16,Anthony Jung,75000.0
17,Sebastian Jung,3500000.0
18,Erik Wille,
19,Pirmin Schwegler,5000000.0
20,Matthias Lehmann,2000000.0
21,Ricardo Clark,1250000.0
22,Sebastian Rode,1000000.0
23,Marcel Titsch Rivero,250000.0
24,Benjamin Köhler,1750000.0
25,Caio,1750000.0
26,Ümit Korkmaz,1500000.0
27,Sonny Kittel,750000.0
28,Karim Matmour,1000000.0
29,Alexander Meier,2250000.0
30,Marcos Álvarez,200000.0
31,Theofanis Gekas,2500000.0
32,Erwin Hoffer,2000000.0
33,Martin Fenin,2000000.0
34,Mohamadou Idrissou,1750000.0
35,Rob Friend,1000000.0
36,Elia Soriano,175000.0
