,Players,Values
0,Simon Mignolet,12000000.0
1,Ádám Bogdán,2000000.0
2,Danny Ward,250000.0
3,Lawrence Vigouroux,
4,Ryan Fulton,
5,Mamadou Sakho,18000000.0
6,Dejan Lovren,15000000.0
7,Martin Skrtel,13000000.0
8,Steven Caulker,7500000.0
9,Tiago Ilori,4000000.0
10,Kolo Touré,2500000.0
11,Joe Gomez,500000.0
12,Dan Cleary,
13,Conor Masterson,
14,Alberto Moreno,15000000.0
15,José Enrique,5000000.0
16,Brad Smith,100000.0
17,Joe Maguire,
18,Nathaniel Clyne,12000000.0
19,Jon Flanagan,8000000.0
20,Andre Wisdom,6000000.0
21,Connor Randall,
22,Lucas Leiva,12000000.0
23,Emre Can,12000000.0
24,Kevin Stewart,50000.0
25,Jordan Henderson,23000000.0
26,James Milner,14000000.0
27,Joe Allen,10000000.0
28,Pedro Chirivella,
29,Jordan Rossiter,
30,João Carlos Teixeira,500000.0
31,Philippe Coutinho,25000000.0
32,Adam Lallana,22000000.0
33,Cameron Brannagan,
34,Ryan Kent,
35,Jordon Ibe,2000000.0
36,Sheyi Ojo,500000.0
37,Sergi Canós,
38,Roberto Firmino,25000000.0
39,Daniel Sturridge,25000000.0
40,Christian Benteke,14000000.0
41,Danny Ings,10000000.0
42,Divock Origi,9000000.0
43,Jerome Sinclair,100000.0
