,Players,Values
0,Marius Müller,1000000.0
1,Péter Gulácsi,700000.0
2,Fabio Coltorti,300000.0
3,Benjamin Bellot,250000.0
4,Kyriakos Papadopoulos,7500000.0
5,Atinc Nukan,2500000.0
6,Willi Orban,2500000.0
7,Dayot Upamecano,1000000.0
8,Marvin Compper,600000.0
9,Marcel Halstenberg,2500000.0
10,Bernardo,1000000.0
11,Anthony Jung,800000.0
12,Dominik Franke,
13,Lukas Klostermann,2000000.0
14,Benno Schmitz,900000.0
15,Ken Gipson,200000.0
16,Stefan Ilsanker,2000000.0
17,Rani Khedira,900000.0
18,Diego Demme,900000.0
19,John-Patrick Strauß,150000.0
20,Naby Keïta,11000000.0
21,Dominik Kaiser,1500000.0
22,Massimo Bruno,2500000.0
23,Zsolt Kalmár,400000.0
24,Kamil Wojtkowski,150000.0
25,Emil Forsberg,5000000.0
26,Marcel Sabitzer,4000000.0
27,Oliver Burke,250000.0
28,Timo Werner,8000000.0
29,Yussuf Poulsen,4000000.0
30,Davie Selke,4000000.0
31,Nils Quaschner,500000.0
32,Federico Palacios,175000.0
