,Players,Values
0,Diego Benaglio,7500000.0
1,Marwin Hitz,600000.0
2,André Lenz,250000.0
3,Simon Kjær,10000000.0
4,Felipe Lopes,3100000.0
5,Sotiris Kyrgiakos,3000000.0
6,Marco Russ,2750000.0
7,Alexander Madlung,1750000.0
8,Chris,1500000.0
9,Robin Knoche,100000.0
10,Bjarne Thoelke,100000.0
11,Vieirinha,7500000.0
12,Marcel Schäfer,5000000.0
13,Hrvoje Cale,3500000.0
14,Ricardo Rodríguez,750000.0
15,Patrick Ochs,5000000.0
16,Peter Pekarik,2500000.0
17,Michael Schulze,175000.0
18,Christian Träsch,10000000.0
19,Makoto Hasebe,4000000.0
20,Josué,3500000.0
21,Jan Polak,3000000.0
22,Slobodan Medojevic,1750000.0
23,Michael Mutzel,500000.0
24,Sebastian Schindzielorz,250000.0
25,Thomas Hitzlsperger,4500000.0
26,Mateusz Klich,1500000.0
27,Petr Jiracek,800000.0
28,Tolga Cigerci,600000.0
29,Maximilian Arnold,
30,Hasan Salihamidzic,400000.0
31,Aleksandr Hleb,5000000.0
32,Ja-cheol Koo,2500000.0
33,Ferhan Hasani,
34,Tuncay Sanli,4000000.0
35,Yohandry Orozco,750000.0
36,Ashkan Dejagah,2500000.0
37,Ibrahim Sissoko,100000.0
38,Kevin Scheidhauer,
39,Mario Mandzukic,7500000.0
40,Srdjan Lakic,6000000.0
41,Patrick Helmes,6000000.0
42,Rasmus Jönsson,3000000.0
43,Giovanni Sio,1200000.0
44,Sebastian Polter,75000.0
