,Players,Values
0,Simon Mignolet,12000000.0
1,Brad Jones,1500000.0
2,Danny Ward,
3,Mamadou Sakho,19000000.0
4,Martin Skrtel,14000000.0
5,Dejan Lovren,12000000.0
6,Kolo Touré,4000000.0
7,Sebastián Coates,2500000.0
8,José Enrique,12000000.0
9,Alberto Moreno,10000000.0
10,Glen Johnson,12000000.0
11,Javier Manquillo,6000000.0
12,Andre Wisdom,2500000.0
13,Jon Flanagan,1000000.0
14,Lucas Leiva,17000000.0
15,Emre Can,7500000.0
16,Jordan Williams,
17,Jordan Henderson,15000000.0
18,Joe Allen,14000000.0
19,Steven Gerrard,7500000.0
20,Jordan Rossiter,
21,João Carlos Teixeira,
22,Philippe Coutinho,16000000.0
23,Adam Lallana,7500000.0
24,Cameron Brannagan,
25,Fabio Borini,8500000.0
26,Raheem Sterling,13000000.0
27,Lazar Markovic,10000000.0
28,Suso,5000000.0
29,Jordon Ibe,500000.0
30,Sheyi Ojo,
31,Mario Balotelli,30000000.0
32,Daniel Sturridge,20000000.0
33,Rickie Lambert,5000000.0
34,Jerome Sinclair,
