,Players,Values
0,Manuel Almunia,7500000.0
1,Lukasz Fabianski,2500000.0
2,Jens Lehmann,2000000.0
3,Vito Mannone,1000000.0
4,Wojciech Szczesny,475000.0
5,James Shea,
6,Thomas Vermaelen,17000000.0
7,Sébastien Squillaci,8000000.0
8,Laurent Koscielny,5000000.0
9,Johan Djourou,4500000.0
10,Havard Nordtveit,1000000.0
11,Ignasi Miquel,
12,Gaël Clichy,15000000.0
13,Kieran Gibbs,3000000.0
14,Bacary Sagna,14500000.0
15,Emmanuel Eboué,7000000.0
16,Alex Song,13000000.0
17,Denílson,9000000.0
18,Craig Eastmond,500000.0
19,Cesc Fàbregas,55000000.0
20,Abou Diaby,7500000.0
21,Aaron Ramsey,6000000.0
22,Jack Wilshere,3000000.0
23,Henri Lansbury,600000.0
24,Conor Henderson,
25,Tomás Rosicky,11000000.0
26,Samir Nasri,18000000.0
27,Theo Walcott,13000000.0
28,Carlos Vela,5000000.0
29,Andrey Arshavin,26000000.0
30,Robin van Persie,25000000.0
31,Marouane Chamakh,15000000.0
32,Nicklas Bendtner,8000000.0
33,Jay Emmanuel-Thomas,300000.0
