,Players,Values
0,Hugo Lloris,16000000.0
1,Michel Vorm,7000000.0
2,Brad Friedel,1000000.0
3,Jordan Archer,
4,Luke McGee,
5,Jan Vertonghen,22000000.0
6,Vlad Chiriches,11000000.0
7,Michael Dawson,8000000.0
8,Younès Kaboul,8000000.0
9,Federico Fazio,6000000.0
10,Benjamin Stambouli,3500000.0
11,Bongani Khumalo,800000.0
12,Grant Hall,
13,Dominic Ball,
14,Milos Veljkovic,
15,Danny Rose,6000000.0
16,Ben Davies,5500000.0
17,Kyle Walker,19000000.0
18,Kyle Naughton,4000000.0
19,DeAndre Yedlin,250000.0
20,Sandro,14000000.0
21,Étienne Capoue,9000000.0
22,Eric Dier,4500000.0
23,Nabil Bentaleb,500000.0
24,Mousa Dembélé,20000000.0
25,Paulinho,16000000.0
26,Tom Carroll,2000000.0
27,Ryan Mason,250000.0
28,Harry Winks,
29,Christian Eriksen,18000000.0
30,Lewis Holtby,7500000.0
31,Dele Alli,500000.0
32,Alex Pritchard,150000.0
33,Josh Onomah,
34,Nacer Chadli,8000000.0
35,Cristian Ceballos,300000.0
36,Érik Lamela,24000000.0
37,Aaron Lennon,15000000.0
38,Andros Townsend,7000000.0
39,Roberto Soldado,25000000.0
40,Emmanuel Adebayor,8000000.0
41,Harry Kane,500000.0
