,Players,Values
0,Hugo Lloris,24000000.0
1,Michel Vorm,4000000.0
2,Paulo Gazzaniga,1000000.0
3,Alfie Whiteman,
4,Toby Alderweireld,35000000.0
5,Jan Vertonghen,28000000.0
6,Davinson Sánchez,12000000.0
7,Kevin Wimmer,7000000.0
8,Cameron Carter-Vickers,500000.0
9,Juan Foyth,
10,Danny Rose,28000000.0
11,Ben Davies,12000000.0
12,Serge Aurier,15000000.0
13,Kieran Trippier,10000000.0
14,Kyle Walker-Peters,250000.0
15,Victor Wanyama,25000000.0
16,Eric Dier,25000000.0
17,Luke Amos,100000.0
18,Moussa Sissoko,20000000.0
19,Mousa Dembélé,18000000.0
20,Harry Winks,4000000.0
21,Tashan Oakley-Boothe,
22,Anthony Georgiou,
23,Dele Alli,45000000.0
24,Christian Eriksen,40000000.0
25,Josh Onomah,2500000.0
26,Heung-min Son,30000000.0
27,Georges-Kevin N'Koudou,7000000.0
28,Lucas Moura,38000000.0
29,Érik Lamela,25000000.0
30,Harry Kane,60000000.0
31,Vincent Janssen,13000000.0
32,Fernando Llorente,6000000.0
33,Kazaiah Sterling,
