,Players,Values
0,Petr Cech,27500000.0
1,Ross Turnbull,1800000.0
2,Henrique Hilário,750000.0
3,Rhys Taylor,200000.0
4,Jan Sebek,
5,John Terry,35000000.0
6,Ricardo Carvalho,17500000.0
7,Alex,13000000.0
8,Branislav Ivanovic,8500000.0
9,Michael Mancienne,1500000.0
10,Jeffrey Bruma,
11,Ashley Cole,22000000.0
12,Patrick van Aanholt,
13,Bosingwa,21500000.0
14,Juliano Belletti,5500000.0
15,Paulo Ferreira,4000000.0
16,Michael Essien,35000000.0
17,John Mikel Obi,17500000.0
18,Nemanja Matic,1500000.0
19,Sam Hutchinson,50000.0
20,Frank Lampard,45000000.0
21,Michael Ballack,22000000.0
22,Florent Malouda,18500000.0
23,Yuri Zhirkov,20000000.0
24,Scott Sinclair,1000000.0
25,Joe Cole,21000000.0
26,Deco,11000000.0
27,Salomon Kalou,15000000.0
28,Gaël Kakuta,
29,Fabio Borini,
30,Danny Philliskirk,
31,Didier Drogba,35000000.0
32,Nicolas Anelka,27500000.0
33,Andriy Shevchenko,10000000.0
34,Daniel Sturridge,3000000.0
35,Franco Di Santo,2300000.0
