,Players,Values
0,Fabio Coltorti,300000.0
1,Thomas Dähne,250000.0
2,Benjamin Bellot,100000.0
3,Marvin Compper,2500000.0
4,Rodnei,900000.0
5,Niklas Hoheneder,400000.0
6,Tobias Willers,350000.0
7,Fabian Franke,350000.0
8,Tim Sebastian,300000.0
9,Anthony Jung,400000.0
10,Mikko Sumusalo,350000.0
11,Joshua Kimmich,700000.0
12,Lukas Klostermann,350000.0
13,Sebastian Heidinger,350000.0
14,Rani Khedira,750000.0
15,Diego Demme,700000.0
16,Henrik Ernst,200000.0
17,John-Patrick Strauß,
18,Dominik Kaiser,900000.0
19,Clemens Fandrich,300000.0
20,Stefan Hierländer,800000.0
21,Georg Teigl,600000.0
22,Zsolt Kalmár,200000.0
23,Ante Rebic,4500000.0
24,Emil Forsberg,700000.0
25,Matthias Morys,250000.0
26,Terrence Boyd,1750000.0
27,Omer Damari,1400000.0
28,Yussuf Poulsen,700000.0
29,Yordy Reyna,650000.0
30,Daniel Frahn,550000.0
31,Federico Palacios,500000.0
32,Denis Thomalla,250000.0
33,Tom Nattermann,
34,Smail Prevljak,
