,Players,Values
0,Jiri Pavlenka,10000000.0
1,Stefanos Kapino,1500000.0
2,Michael Zetterer,250000.0
3,Luca Plogmann,250000.0
4,Jaroslav Drobny,100000.0
5,Milos Veljkovic,12000000.0
6,Sebastian Langkamp,2500000.0
7,Niklas Moisander,2500000.0
8,Luca Caldirola,1000000.0
9,Ludwig Augustinsson,12000000.0
10,Marco Friedl,1500000.0
11,Jan-Niklas Beste,500000.0
12,Thore Jacobsen,400000.0
13,Felix Beijmo,3000000.0
14,Theodor Gebre Selassie,2500000.0
15,Philipp Bargfrede,3500000.0
16,Nuri Sahin,3000000.0
17,Thanos Petsos,500000.0
18,Maximilian Eggestein,17000000.0
19,Ole Käuper,450000.0
20,Jean-Manuel Mbom,200000.0
21,Davy Klaassen,17000000.0
22,Kevin Möhwald,3000000.0
23,Florian Kainz,4000000.0
24,Milot Rashica,7000000.0
25,Johannes Eggestein,1500000.0
26,Max Kruse,12000000.0
27,Yuya Osako,6000000.0
28,Fin Bartels,2500000.0
29,Martin Harnik,3000000.0
30,Aron Jóhannsson,1750000.0
31,Josh Sargent,1000000.0
32,Claudio Pizarro,500000.0
