,Players,Values
0,David de Gea,17500000.0
1,Anders Lindegaard,5000000.0
2,Ben Amos,750000.0
3,Sam Johnstone,
4,Nemanja Vidic‎,25500000.0
5,Phil Jones,18000000.0
6,Chris Smalling,15000000.0
7,Jonny Evans,9500000.0
8,Rio Ferdinand,6000000.0
9,Michael Keane,100000.0
10,Scott Wootton,
11,Patrice Evra,15500000.0
12,Alexander Büttner,1750000.0
13,Antonio Valencia,27500000.0
14,Rafael,9000000.0
15,Fábio,7500000.0
16,Marnick Vermijl,
17,Michael Carrick,14000000.0
18,Anderson,12000000.0
19,Darren Fletcher,10000000.0
20,Tom Cleverley,8500000.0
21,Paul Scholes,1000000.0
22,Ryan Tunnicliffe,
23,Larnell Cole,
24,Ashley Young,27000000.0
25,Ryan Giggs,1000000.0
26,Robbie Brady,
27,Shinji Kagawa,22000000.0
28,Nick Powell,250000.0
29,Nani,36500000.0
30,Wilfried Zaha,3500000.0
31,Jesse Lingard,
32,Adnan Januzaj,
33,Joshua King,
34,Wayne Rooney,65000000.0
35,Robin van Persie,47500000.0
36,Chicharito,18000000.0
37,Danny Welbeck,17000000.0
38,Dimitar Berbatov,11500000.0
39,Federico Macheda,2500000.0
40,Ángelo Henríquez,150000.0
