,Players,Values
0,Lukas Hradecky,3500000.0
1,Heinz Lindner,1000000.0
2,Leon Bätge,
3,Michael Hector,3000000.0
4,Jesús Vallejo,3000000.0
5,Marco Russ,2500000.0
6,David Abraham,2500000.0
7,Andersson Ordóñez,350000.0
8,Noel Knothe,
9,Furkan Zorba,
10,Taleb Tawatha,750000.0
11,Deji Beyreuther,
12,Timothy Chandler,2000000.0
13,Yanni Regäsel,750000.0
14,Guillermo Varela,500000.0
15,Makoto Hasebe,2500000.0
16,Slobodan Medojevic,1500000.0
17,Omar Mascarell,1500000.0
18,Miguel Blanco-López,
19,Marc Stendera,8000000.0
20,Szabolcs Huszti,1000000.0
21,Max Besuschkow,350000.0
22,Bastian Oczipka,3000000.0
23,Marco Fabián,5000000.0
24,Mijat Gacinovic,1500000.0
25,Enis Bunjaki,100000.0
26,Aymen Barkok,
27,Ante Rebic,1000000.0
28,Danny Blum,800000.0
29,Marius Wolf,1000000.0
30,Shani Tarashaj,4000000.0
31,Alexander Meier,3000000.0
32,Haris Seferovic,5500000.0
33,Luc Castaignos,4000000.0
34,Branimir Hrgota,2500000.0
