,Players,Values
0,Ralf Fährmann,9000000.0
1,Michael Langer,500000.0
2,Alexander Nübel,300000.0
3,Benedikt Höwedes,18000000.0
4,Matija Nastasic,12000000.0
5,Benjamin Stambouli,6000000.0
6,Thilo Kehrer,3500000.0
7,Pablo Insua,3000000.0
8,Naldo,1500000.0
9,Abdul Rahman Baba,8000000.0
10,Coke,4000000.0
11,Sascha Riether,500000.0
12,Nabil Bentaleb,18000000.0
13,Johannes Geis,10000000.0
14,Leon Goretzka,23000000.0
15,Weston McKennie,100000.0
16,Alessandro Schöpf,7500000.0
17,Daniel Caligiuri,5000000.0
18,Bastian Oczipka,3500000.0
19,Max Meyer,14000000.0
20,Amine Harit,2000000.0
21,Marko Pjaca,15000000.0
22,Yevhen Konoplyanka,10000000.0
23,Bernard Tekpetey,300000.0
24,Breel Embolo,20000000.0
25,Guido Burgstaller,7000000.0
26,Franco Di Santo,2500000.0
27,Fabian Reese,500000.0
28,Cedric Teuchert,500000.0
