,Players,Values
0,Robert Enke,9000000.0
1,Florian Fromlowitz,1000000.0
2,Uwe Gospodarek,200000.0
3,Morten Jensen,100000.0
4,Christian Schulz,4000000.0
5,Jan Durica,3300000.0
6,Karim Haggui,3000000.0
7,Mario Eggimann,2500000.0
8,Vinícius,2000000.0
9,Leon Balogun,100000.0
10,Tim Hofmann,100000.0
11,Christopher Avevor,
12,Konstantin Rausch,1500000.0
13,Constant Djakpa,1000000.0
14,Steven Cherundolo,2000000.0
15,Sofian Chahed,2000000.0
16,Sal Zizzo,250000.0
17,Hanno Balitsch,3000000.0
18,Altin Lala,1000000.0
19,Manuel Schmiedebach,125000.0
20,Sofien Chahed,75000.0
21,Henrik Ernst,75000.0
22,Leon Andreasen,3000000.0
23,Sérgio da Silva Pinto,1500000.0
24,Jacek Krzynowek,2000000.0
25,Arnold Bruggink,2500000.0
26,Élson,1000000.0
27,Hendrik Hahne,125000.0
28,Valdet Rama,600000.0
29,Rubic Ghasemi-Nobakht,50000.0
30,Jaroslaw Lindner,75000.0
31,Jan Schlaudraff,3000000.0
32,Jan Rosenthal,2500000.0
33,Jiri Stajner,2000000.0
34,Arouna Koné,5000000.0
35,Mikael Forssell,3500000.0
36,Mike Hanke,3000000.0
37,Didier Ya Konan,650000.0
38,Florian Büchler,50000.0
