,Players,Values
0,Raphael Schäfer,3000000.0
1,Alexander Stephan,400000.0
2,Patrick Rakovsky,
3,Benjamin Uphoff,
4,Philipp Wollscheid,3500000.0
5,Javier Pinola,3000000.0
6,Per Nilsson,2000000.0
7,Dominic Maroh,1500000.0
8,Timm Klose,800000.0
9,Adam Hlousek,1500000.0
10,Marvin Plattenhardt,500000.0
11,Timothy Chandler,1250000.0
12,Almog Cohen,3000000.0
13,Hanno Balitsch,2500000.0
14,Timmy Simons,2250000.0
15,Juri Judt,1250000.0
16,Manuel Zeitz,600000.0
17,Wilson Kamavuaka,50000.0
18,Jens Hegeler,2500000.0
19,Mike Frantz,2500000.0
20,Markus Feulner,1000000.0
21,Daniel Didavi,1000000.0
22,Julian Wießmeier,150000.0
23,Philipp Klement,25000.0
24,Robert Mak,1000000.0
25,Markus Mendler,500000.0
26,Christian Eigler,1500000.0
27,Alexander Esswein,800000.0
28,Albert Bunjaku,3500000.0
29,Tomás Pekhart,1600000.0
