,Players,Values
0,Joe Hart,16000000.0
1,Willy Caballero,5000000.0
2,Richard Wright,250000.0
3,Vincent Kompany,33000000.0
4,Eliaquim Mangala,30000000.0
5,Nicolás Otamendi,18000000.0
6,Martín Demichelis,2000000.0
7,Jason Denayer,500000.0
8,Tosin Adarabioyo,
9,Cameron Humphreys,
10,Aleksandar Kolarov,11000000.0
11,Gaël Clichy,10000000.0
12,Angeliño,
13,Pablo Zabaleta,18000000.0
14,Bacary Sagna,7000000.0
15,James Horsfield,
16,Pablo Maffeo,
17,Fernandinho,28000000.0
18,Fernando,16000000.0
19,Luke Brattan,400000.0
20,George Evans,
21,George Glendon,
22,Aleix García,
23,Yaya Touré,28000000.0
24,Fabian Delph,8000000.0
25,David Silva,38000000.0
26,Kevin De Bruyne,35000000.0
27,Bersant Celina,
28,Manu García,
29,Samir Nasri,21000000.0
30,Brandon Barker,
31,Raheem Sterling,30000000.0
32,Jesús Navas,20000000.0
33,Patrick Roberts,2500000.0
34,Sergio Agüero,50000000.0
35,Wilfried Bony,25000000.0
36,Kelechi Iheanacho,100000.0
37,David Faupala,
