,Players,Values
0,René Adler,11000000.0
1,Tomasz Bobel,550000.0
2,Benedikt Fernandez,400000.0
3,Fabian Giefer,
4,Manuel Friedrich,5000000.0
5,Sami Hyypiä,2700000.0
6,Daniel Schwaab,2500000.0
7,Assimiou Touré,200000.0
8,Michal Kadlec,6000000.0
9,Hans Sarpei,1000000.0
10,Simon Rolfes,8500000.0
11,Lukas Sinkiewicz,3000000.0
12,Lars Bender,1700000.0
13,Stefan Reinartz,1200000.0
14,Tomasz Zdebel,500000.0
15,Thanos Petsos,
16,Renato Augusto,11500000.0
17,Arturo Vidal,7500000.0
18,Gonzalo Castro,6000000.0
19,Toni Kroos,5000000.0
20,Kevin Kampl,
21,Tranquillo Barnetta,9000000.0
22,Burak Kaplan,
23,Dominick Drexler,
24,Patrick Helmes,10000000.0
25,Stefan Kießling,7000000.0
26,Eren Derdiyok,5000000.0
27,Theofanis Gekas,3300000.0
28,Richard Sukuta-Pasu,500000.0
29,Pierre-Michel Lasogga,
