,Players,Values
0,Simon Jentzsch,1000000.0
1,Mohamed Amsif,400000.0
2,Ioannis Gelios,
3,Gibril Sankoh,2250000.0
4,Uwe Möhrle,1250000.0
5,Sebastian Langkamp,1000000.0
6,Jan-Ingwer Callsen-Bracker,750000.0
7,Jonas De Roeck,600000.0
8,Andrew Sinkala,600000.0
9,Marcel de Jong,1500000.0
10,Matthias Ostrzolek,1000000.0
11,Paul Verhaegh,1750000.0
12,Dominik Reinhardt,1000000.0
13,Marco Thiede,
14,Hajime Hosogai,1500000.0
15,Lorenzo Davids,1250000.0
16,Daniel Baier,600000.0
17,Moritz Nebel,150000.0
18,Jan Morávek,3500000.0
19,Daniel Brinkmann,750000.0
20,Marcel Ndjeng,1250000.0
21,Axel Bellinghausen,1500000.0
22,Ja-cheol Koo,2500000.0
23,Tobias Werner,750000.0
24,Dawda Bah,750000.0
25,Akaki Gogia,125000.0
26,Nando Rafael,2000000.0
27,Sascha Mölders,1500000.0
28,Stephan Hain,1250000.0
29,Torsten Oehrl,1000000.0
30,Patrick Mayer,1000000.0
31,Edmond Kapllani,500000.0
